"NUM_CNPJ,""ID_CIDADE"",""ID_CNAE"",""ORIGEM"""
"32460782000138,7566,1156,""CONCORRENTE"""
"22417983000107,5406,962,""SPC"""
"22421865000164,5406,962,""CONCORRENTE"""
"15452993000100,3242,821,""CONCORRENTE"""
"34710138000104,8294,1270,""CONCORRENTE"""
"5697715000240,1278,178,""SPC"""
"29439852000161,7043,1074,""SPC"""
"22479813000149,5406,979,""SPC"""
"31420041000160,7203,1112,""SPC"""
"20109279000153,4565,859,""CONCORRENTE"""
"22989701000138,5819,1017,""CONCORRENTE"""
"32437837000199,7566,1156,""CONCORRENTE"""
"27878550000164,6993,1049,""CONCORRENTE"""
"14352334000139,2754,748,""CONCORRENTE"""
"30223681000118,7043,1091,""CONCORRENTE"""
"22472123000168,5406,973,""CONCORRENTE"""
"25741117000157,6401,1028,""SPC"""
"21735734000199,5136,939,""CONCORRENTE"""
"21049814000190,4846,885,""CONCORRENTE"""
"14240774000102,2754,740,""SPC"""
"29182718000128,7043,1065,""SPC"""
"3291691000118,749,164,""SPC"""
"16856384000189,3507,833,""CONCORRENTE"""
"21626787000171,5044,937,""SPC"""
"34260345000104,8102,1263,""SPC"""
"866396000154,112,159,""CONCORRENTE"""
"26962662000306,6912,1047,""CONCORRENTE"""
"19368684000107,4347,847,""CONCORRENTE"""
"15593496000121,3304,823,""SPC"""
"60746948400641,8589,,""CONCORRENTE"""
"29498657000102,7043,1078,""SPC"""
"14693346000127,2907,750,""CONCORRENTE"""
"15583443000120,3301,823,""CONCORRENTE"""
"32169743000186,7441,1147,""CONCORRENTE"""
"23565171000163,6015,1025,""CONCORRENTE"""
"31123943000135,7085,1105,""SPC"""
"28429308000176,7035,1050,""CONCORRENTE"""
"30007529000106,7043,1081,""CONCORRENTE"""
"26535700000174,6863,1046,""SPC"""
"18087669000128,4047,842,""CONCORRENTE"""
"23649778000121,6015,1025,""CONCORRENTE"""
"12874502000120,2587,634,""CONCORRENTE"""
"33781940000114,7994,1257,""SPC"""
"16984512000170,3573,833,""CONCORRENTE"""
"14528211000106,2838,749,""SPC"""
"19543683000151,4384,852,""CONCORRENTE"""
"8758504000187,1845,391,""SPC"""
"4846675000107,999,178,""CONCORRENTE"""
"34571800000184,8231,1263,""CONCORRENTE"""
"24029989000124,6015,1028,""CONCORRENTE"""
"84191626000384,8841,,""SPC"""
"15112771000148,3047,787,""SPC"""
"25238537000115,6268,1028,""CONCORRENTE"""
"1852696000147,307,161,""CONCORRENTE"""
"22494196000150,5406,987,""SPC"""
"7605604000100,1778,360,""CONCORRENTE"""
"3401658000101,789,165,""CONCORRENTE"""
"23730821000189,6015,1025,""CONCORRENTE"""
"28569246000106,7042,1050,""CONCORRENTE"""
"31693188000124,7221,1120,""CONCORRENTE"""
"24005229000187,6015,1028,""CONCORRENTE"""
"26045055000101,6656,1029,""CONCORRENTE"""
"17428187000121,3749,833,""CONCORRENTE"""
"22147761000103,5362,951,""CONCORRENTE"""
"17469863000105,3844,838,""SPC"""
"25898046000109,6471,1028,""SPC"""
"29174065000135,7043,1062,""SPC"""
"31794883000182,7287,1135,""SPC"""
"11690755000181,2209,598,""SPC"""
"33647705000154,7994,1256,""SPC"""
"26994745000107,6912,1047,""SPC"""
"20753271000125,4715,861,""SPC"""
"22991533000115,5836,1017,""SPC"""
"17268130000102,3686,833,""SPC"""
"21384382000174,4964,935,""CONCORRENTE"""
"22628545000180,5555,1006,""SPC"""
"4727121000352,988,178,""SPC"""
"3414200000189,789,165,""SPC"""
"6095705000116,1347,179,""SPC"""
"3125807000149,713,162,""SPC"""
"23666268000162,6015,1025,""CONCORRENTE"""
"3744695000295,944,166,""CONCORRENTE"""
"21700249000180,5101,937,""SPC"""
"36032587000168,8509,,""SPC"""
"33918106000128,8013,1262,""CONCORRENTE"""
"10405762000121,2063,559,""SPC"""
"19471345000151,4347,850,""SPC"""
"9233238000131,2028,403,""SPC"""
"33079533000160,7890,1197,""SPC"""
"32311481000142,7507,1150,""CONCORRENTE"""
"33853158000163,7994,1258,""CONCORRENTE"""
"14059881000120,2754,725,""CONCORRENTE"""
"22696521000168,5614,1007,""CONCORRENTE"""
"33533920000124,7970,1217,""SPC"""
"30395147000199,7043,1094,""CONCORRENTE"""
"26276408000184,6794,1039,""SPC"""
"84744465000147,9805,,""CONCORRENTE"""
"2261417000133,556,162,""CONCORRENTE"""
"36049920000141,8517,,""SPC"""
"14478093000179,2762,748,""SPC"""
"20814231000146,4728,862,""CONCORRENTE"""
"13530044001732,2754,661,""SPC"""
"30645842000161,7067,1094,""CONCORRENTE"""
"12645191000128,2566,621,""CONCORRENTE"""
"28372443000122,7012,1049,""SPC"""
"34952611000151,8377,1290,""SPC"""
"35116549000120,8377,1290,""CONCORRENTE"""
"27316189000182,6962,1049,""SPC"""
"23429256000114,6011,1025,""CONCORRENTE"""
"26551198000195,6863,1047,""CONCORRENTE"""
"22125283000130,5322,950,""CONCORRENTE"""
"11994552000189,2290,599,""CONCORRENTE"""
"29240961000155,7043,1069,""CONCORRENTE"""
"12374109000178,2442,603,""CONCORRENTE"""
"15501714000150,3245,822,""CONCORRENTE"""
"28442322000100,7039,1050,""CONCORRENTE"""
"24422059000136,6030,1028,""CONCORRENTE"""
"35792560000100,8472,1328,""CONCORRENTE"""
"30148210000192,7043,1082,""CONCORRENTE"""
"21897502000137,5216,939,""CONCORRENTE"""
"28308845000168,7012,1049,""CONCORRENTE"""
"28641030000104,7043,1050,""SPC"""
"16722962000194,3480,833,""CONCORRENTE"""
"931891000108,135,160,""CONCORRENTE"""
"16580068000127,3460,833,""CONCORRENTE"""
"30799113000160,7067,1095,""SPC"""
"33634388000131,7994,1256,""SPC"""
"28317397000169,7012,1049,""SPC"""
"26376776000102,6840,1039,""CONCORRENTE"""
"28596669000107,7043,1050,""CONCORRENTE"""
"29011453000103,7043,1055,""CONCORRENTE"""
"10806520000140,2174,586,""SPC"""
"33519108000144,7965,1213,""SPC"""
"8021948000135,1778,376,""CONCORRENTE"""
"21317043000175,4964,934,""CONCORRENTE"""
"19457676000137,4347,849,""SPC"""
"32233079000197,7497,1150,""SPC"""
"28875948000100,7043,1054,""SPC"""
"7092386008302,1347,234,""CONCORRENTE"""
"18057949000193,4035,841,""SPC"""
"25924876000155,6556,1028,""SPC"""
"79946752000108,8783,,""CONCORRENTE"""
"30231314000166,7043,1091,""SPC"""
"23175121000170,5927,1021,""SPC"""
"25816509000138,6418,1028,""CONCORRENTE"""
"25899077000176,6471,1028,""CONCORRENTE"""
"15376545000174,3212,806,""CONCORRENTE"""
"22616730000154,5503,1006,""SPC"""
"21851638000106,5216,939,""CONCORRENTE"""
"13700207000110,2754,672,""CONCORRENTE"""
"18277297000100,4066,843,""CONCORRENTE"""
"11887078000196,2229,598,""CONCORRENTE"""
"10853108000180,2174,586,""CONCORRENTE"""
"22545946000176,5453,999,""CONCORRENTE"""
"29162694000145,7043,1058,""CONCORRENTE"""
"1580191000170,243,160,""SPC"""
"35813503000160,8483,1331,""SPC"""
"32085700000112,7408,1147,""CONCORRENTE"""
"24702037000715,6115,1028,""CONCORRENTE"""
"72395544000100,8700,,""SPC"""
"35754361000108,8452,1307,""SPC"""
"23527171000179,6015,1025,""CONCORRENTE"""
"2636438000196,582,162,""SPC"""
"33250647000120,7918,1201,""CONCORRENTE"""
"16861750000198,3532,833,""SPC"""
"3247963000182,730,162,""CONCORRENTE"""
"2143746000180,473,162,""CONCORRENTE"""
"22620098000112,5503,1006,""CONCORRENTE"""
"25449193000193,6297,1028,""SPC"""
"35795976000182,8473,1328,""SPC"""
"23054633000188,5911,1021,""SPC"""
"27097925000159,6912,1047,""SPC"""
"26186496000123,6794,1039,""CONCORRENTE"""
"22156129000550,5362,951,""SPC"""
"17269827000440,3689,833,""SPC"""
"3775159026132,964,166,""SPC"""
"22513640000138,5406,988,""CONCORRENTE"""
"33733788000102,7994,1257,""CONCORRENTE"""
"29401677000113,7043,1074,""CONCORRENTE"""
"25036377000121,6254,1028,""CONCORRENTE"""
"16003147000175,3363,833,""SPC"""
"28759962000148,7043,1052,""SPC"""
"32922207000100,7780,1194,""CONCORRENTE"""
"12350309000190,2369,602,""CONCORRENTE"""
"10709315000166,2112,586,""SPC"""
"8742726000101,1844,389,""CONCORRENTE"""
"28625214000172,7043,1050,""CONCORRENTE"""
"30661255000166,7067,1094,""CONCORRENTE"""
"23175408000108,5933,1021,""CONCORRENTE"""
"39785241000129,8521,,""SPC"""
"79005559000164,8777,,""SPC"""
"28920343000193,7043,1054,""SPC"""
"16925433000198,3547,833,""SPC"""
"24633792000108,6091,1028,""CONCORRENTE"""
"2569970000138,582,162,""SPC"""
"16961941000121,3549,833,""CONCORRENTE"""
"7166675000154,1419,268,""CONCORRENTE"""
"4744781005572,988,178,""SPC"""
"20475155000191,4605,861,""SPC"""
"95832457000179,10101,,""CONCORRENTE"""
"35656381000146,8433,1303,""CONCORRENTE"""
"78504800000137,8770,,""CONCORRENTE"""
"16168783000157,3373,833,""SPC"""
"22762487000182,5686,1009,""CONCORRENTE"""
"15562965000145,3275,823,""SPC"""
"39421821000137,8521,,""SPC"""
"26145980000104,6762,1039,""SPC"""
"30265958000175,7043,1094,""SPC"""
"25856958000100,6445,1028,""SPC"""
"28625055000106,7043,1050,""SPC"""
"11292137000183,2174,586,""CONCORRENTE"""
"21162721000178,4916,928,""SPC"""
"11960199000116,2285,599,""CONCORRENTE"""
"28586729000100,7043,1050,""SPC"""
"26068463000189,6710,1030,""SPC"""
"33354872000107,7953,1209,""CONCORRENTE"""
"16914679000164,3537,833,""SPC"""
"32452288000121,7566,1156,""CONCORRENTE"""
"1850525000189,272,161,""SPC"""
"17309881000120,3731,833,""SPC"""
"12407706000151,2521,604,""CONCORRENTE"""
"7526967000150,1722,351,""SPC"""
"17448903000132,3813,835,""CONCORRENTE"""
"33033589000183,7880,1196,""SPC"""
"31141616000106,7085,1105,""SPC"""
"7334743000147,1486,299,""SPC"""
"22172641000166,5362,951,""SPC"""
"21272654000144,4960,932,""SPC"""
"31799285000104,7315,1135,""SPC"""
"41067885000123,8521,,""SPC"""
"3509978004320,834,165,""CONCORRENTE"""
"25937597000126,6656,1029,""CONCORRENTE"""
"21927266000154,5285,940,""CONCORRENTE"""
"136575000136,6,1,""SPC"""
"5744788000164,1287,178,""SPC"""
"4366105000110,988,178,""SPC"""
"18182926000100,4048,843,""SPC"""
"8109314000139,1778,376,""SPC"""
"26814369000121,6881,1047,""CONCORRENTE"""
"97329189000100,11677,,""SPC"""
"33619942000101,7994,1256,""SPC"""
"22204787000146,5381,952,""SPC"""
"14698496000123,2939,750,""CONCORRENTE"""
"25907070000159,6471,1028,""CONCORRENTE"""
"18744705000189,4141,844,""SPC"""
"25198918000118,6268,1028,""CONCORRENTE"""
"32755997000186,7748,1166,""CONCORRENTE"""
"33328507000128,7953,1208,""CONCORRENTE"""
"8439708000155,1778,376,""CONCORRENTE"""
"6275373000151,1347,217,""SPC"""
"32830727000192,7768,1191,""SPC"""
"3394291000138,789,164,""CONCORRENTE"""
"10601476000131,2069,581,""SPC"""
"849566000192,112,159,""SPC"""
"14907952000106,2980,787,""SPC"""
"15180006000165,3128,787,""CONCORRENTE"""
"27378836000180,6964,1049,""SPC"""
"11673632000132,2204,597,""SPC"""
"13135090000170,2707,655,""CONCORRENTE"""
"29945812000191,7043,1080,""CONCORRENTE"""
"29451700000184,7043,1077,""SPC"""
"34576638000197,8245,1263,""SPC"""
"81838807000108,8792,,""SPC"""
"21025755000110,4824,885,""CONCORRENTE"""
"21442335000130,4969,935,""CONCORRENTE"""
"2745096000142,600,162,""SPC"""
"7599093000161,1778,360,""SPC"""
"1503708000128,243,160,""SPC"""
"32190074000124,7490,1148,""CONCORRENTE"""
"436163000111,30,63,""SPC"""
"12083745000140,2321,602,""SPC"""
"10744150000163,2165,586,""SPC"""
"5213188000170,1099,178,""CONCORRENTE"""
"26048289000102,6680,1029,""CONCORRENTE"""
"30444744000166,7043,1094,""CONCORRENTE"""
"35819318000183,8483,1331,""CONCORRENTE"""
"21277895000186,4964,932,""CONCORRENTE"""
"92858000022548,10092,,""SPC"""
"22628570000163,5561,1006,""CONCORRENTE"""
"8603642000197,1839,389,""SPC"""
"22507517000104,5406,988,""SPC"""
"34477597000181,8223,1263,""SPC"""
"35649561000109,8425,1303,""SPC"""
"20525941000156,4625,861,""SPC"""
"16919411000115,3537,833,""CONCORRENTE"""
"8437949000165,1778,376,""SPC"""
"11931061000199,2258,598,""SPC"""
"32390274000120,7533,1151,""CONCORRENTE"""
"2950121000120,683,162,""CONCORRENTE"""
"23789285000197,6015,1027,""CONCORRENTE"""
"18123686000173,4048,843,""CONCORRENTE"""
"26152625000162,6770,1039,""CONCORRENTE"""
"15495853000119,3245,822,""CONCORRENTE"""
"15652886000125,3309,823,""CONCORRENTE"""
"27007331000100,6912,1047,""CONCORRENTE"""
"8661343000290,1839,389,""CONCORRENTE"""
"24659822000147,6108,1028,""SPC"""
"19114059000139,4198,846,""CONCORRENTE"""
"21081004000111,4904,907,""CONCORRENTE"""
"25954356000195,6656,1029,""CONCORRENTE"""
"21331643000198,4964,935,""CONCORRENTE"""
"3592218000170,919,165,""SPC"""
"32439930000132,7566,1156,""SPC"""
"19472002000101,4347,850,""CONCORRENTE"""
"17926766000102,4017,841,""CONCORRENTE"""
"8470021000182,1778,378,""CONCORRENTE"""
"8653712000111,1839,389,""SPC"""
"10834651000130,2174,586,""CONCORRENTE"""
"32777616000160,7750,1166,""CONCORRENTE"""
"23520450000100,6015,1025,""CONCORRENTE"""
"19016084000180,4145,845,""SPC"""
"31490351000151,7221,1112,""CONCORRENTE"""
"14703986000170,2953,750,""SPC"""
"22705463000191,5630,1007,""SPC"""
"30437794000116,7043,1094,""SPC"""
"22210471000167,5384,960,""CONCORRENTE"""
"7337684000160,1488,299,""SPC"""
"14778627000182,2980,764,""CONCORRENTE"""
"25945022000155,6656,1029,""CONCORRENTE"""
"19857059000129,4462,856,""CONCORRENTE"""
"26137076000157,6754,1039,""SPC"""
"24796249000113,6131,1028,""SPC"""
"5829263000121,1329,178,""SPC"""
"8920413000104,1910,395,""SPC"""
"4334307000180,988,178,""SPC"""
"2701882000148,589,162,""CONCORRENTE"""
"33274678000111,7918,1203,""SPC"""
"22495536000168,5406,988,""CONCORRENTE"""
"34222676000141,8087,1262,""CONCORRENTE"""
"30033749000104,7043,1082,""SPC"""
"19078003000176,4165,846,""CONCORRENTE"""
"32138637000135,7408,1147,""CONCORRENTE"""
"7423537000103,1595,308,""SPC"""
"19009237000161,4141,844,""CONCORRENTE"""
"20907336000140,4774,876,""CONCORRENTE"""
"27849870000196,6993,1049,""CONCORRENTE"""
"23346781000176,5964,1025,""SPC"""
"34231916000174,8087,1262,""SPC"""
"9371520000185,2044,481,""SPC"""
"27122674000115,6924,1047,""CONCORRENTE"""
"15449742000176,3234,820,""CONCORRENTE"""
"31828142000175,7324,1135,""CONCORRENTE"""
"9291141000185,2044,479,""CONCORRENTE"""
"18535918000109,4141,843,""CONCORRENTE"""
"34816005000109,8377,1290,""CONCORRENTE"""
"25347688000101,6283,1028,""SPC"""
"5104933000142,1065,178,""SPC"""
"16479910000139,3441,833,""SPC"""
"33549971000144,7994,1221,""CONCORRENTE"""
"7313699000199,1451,289,""CONCORRENTE"""
"1982131000427,403,162,""CONCORRENTE"""
"15746222000125,3332,833,""CONCORRENTE"""
"25198511000190,6268,1028,""SPC"""
"7252314000120,1451,289,""CONCORRENTE"""
"12070254000165,2298,602,""CONCORRENTE"""
"10510259000136,2069,571,""SPC"""
"28611455000162,7043,1050,""SPC"""
"21562581000125,5017,937,""CONCORRENTE"""
"17894894000103,4015,840,""CONCORRENTE"""
"1798682000192,244,160,""CONCORRENTE"""
"19050300000103,4152,846,""SPC"""
"28684888000148,7043,1051,""CONCORRENTE"""
"6239041000111,1347,198,""CONCORRENTE"""
"21350384000142,4964,935,""CONCORRENTE"""
"12464822000102,2531,613,""CONCORRENTE"""
"28858503000111,7043,1054,""CONCORRENTE"""
"3995175000174,988,171,""CONCORRENTE"""
"84793066000176,9805,,""SPC"""
"17912549000155,4017,841,""CONCORRENTE"""
"9152170000166,1994,395,""SPC"""
"34574974000109,8238,1263,""CONCORRENTE"""
"11517593000184,2174,586,""CONCORRENTE"""
"33875913000100,7994,1258,""CONCORRENTE"""
"18223821000152,4048,843,""CONCORRENTE"""
"21642213000197,5066,937,""CONCORRENTE"""
"8046862000167,1778,376,""CONCORRENTE"""
"23413518000152,5964,1025,""SPC"""
"19298342000168,4335,847,""CONCORRENTE"""
"15212238000158,3146,788,""CONCORRENTE"""
"8990878000123,1925,395,""SPC"""
"7152927000277,1404,259,""CONCORRENTE"""
"15567086000106,3291,823,""SPC"""
"41548702000191,8528,,""SPC"""
"30771046000175,7067,1095,""SPC"""
"4632364000226,988,178,""CONCORRENTE"""
"32459589000187,7566,1156,""SPC"""
"12899628000150,2587,644,""CONCORRENTE"""
"28668067000118,7043,1051,""CONCORRENTE"""
"1327391000116,243,160,""SPC"""
"34709715000130,8294,1270,""SPC"""
"3848459000138,988,167,""CONCORRENTE"""
"23144472000113,5916,1021,""CONCORRENTE"""
"35788350000149,8463,1319,""CONCORRENTE"""
"22529061000183,5422,988,""SPC"""
"2141918000186,473,162,""SPC"""
"9244496000113,2028,403,""CONCORRENTE"""
"3227581000510,729,162,""SPC"""
"21979924000151,5302,941,""SPC"""
"30504288000100,7043,1094,""SPC"""
"23956935000141,6015,1027,""CONCORRENTE"""
"73489015000210,8706,,""CONCORRENTE"""
"3423516000137,789,165,""CONCORRENTE"""
"21985351000179,5302,948,""CONCORRENTE"""
"18077282000190,4047,841,""CONCORRENTE"""
"26701806000109,6873,1047,""SPC"""
"14311883000165,2754,748,""SPC"""
"20552577000113,4677,861,""SPC"""
"34086994000122,8041,1262,""SPC"""
"16717300000126,3480,833,""SPC"""
"4004560000175,988,172,""SPC"""
"2356096000150,579,162,""SPC"""
"12368184000126,2395,602,""CONCORRENTE"""
"35645915000139,8424,1303,""CONCORRENTE"""
"28874475000126,7043,1054,""CONCORRENTE"""
"2218619000100,489,162,""CONCORRENTE"""
"1539334000109,243,160,""CONCORRENTE"""
"17636294000145,3863,838,""CONCORRENTE"""
"31491588000157,7221,1112,""SPC"""
"18702747000157,4141,843,""CONCORRENTE"""
"26655200000176,6870,1047,""SPC"""
"31306507000100,7121,1110,""SPC"""
"2770397000126,609,162,""SPC"""
"13194324000150,2754,655,""CONCORRENTE"""
"1933974000190,324,161,""SPC"""
"21633201000104,5060,937,""CONCORRENTE"""
"24649079000144,6091,1028,""SPC"""
"3400354000200,789,164,""SPC"""
"32390859000140,7533,1151,""SPC"""
"10812941000183,2174,586,""CONCORRENTE"""
"30109234000132,7043,1082,""CONCORRENTE"""
"23906131000138,6015,1027,""CONCORRENTE"""
"41265653000180,8525,,""SPC"""
"15556757000133,3261,823,""CONCORRENTE"""
"34182217000181,8079,1262,""SPC"""
"25843674000189,6445,1028,""SPC"""
"16433870000194,3395,833,""SPC"""
"16730015000145,3480,833,""SPC"""
"29832111000146,7043,1080,""CONCORRENTE"""
"24832294000186,6131,1028,""SPC"""
"64349145000266,8602,,""SPC"""
"11224876000138,2174,586,""CONCORRENTE"""
"360305335980,16,56,""CONCORRENTE"""
"27238276000169,6943,1048,""SPC"""
"17393857000111,3749,833,""CONCORRENTE"""
"21398858000126,4964,935,""SPC"""
"17782578000140,3986,838,""CONCORRENTE"""
"11648032000114,2177,591,""SPC"""
"14661244000120,2897,749,""CONCORRENTE"""
"25541749000177,6308,1028,""SPC"""
"7365170000119,1488,299,""CONCORRENTE"""
"24071351000151,6015,1028,""CONCORRENTE"""
"29322956000191,7043,1072,""CONCORRENTE"""
"21910236000135,5255,939,""CONCORRENTE"""
"7174068000136,1431,268,""SPC"""
"33200662000164,7903,1201,""SPC"""
"1007756000125,175,160,""CONCORRENTE"""
"17247618000153,3634,833,""CONCORRENTE"""
"27209152000155,6943,1047,""CONCORRENTE"""
"26859037000163,6885,1047,""CONCORRENTE"""
"17768880000143,3986,838,""SPC"""
"29457924000101,7043,1078,""SPC"""
"27767779000121,6989,1049,""SPC"""
"33027696000107,7850,1196,""SPC"""
"19178497000160,4238,846,""SPC"""
"5966193000153,1347,179,""CONCORRENTE"""
"27832548000154,6993,1049,""CONCORRENTE"""
"27078314000163,6912,1047,""SPC"""
"30252957000196,7043,1094,""CONCORRENTE"""
"34771848000136,8377,1288,""CONCORRENTE"""
"13782176000194,2754,703,""CONCORRENTE"""
"7134442000170,1390,235,""CONCORRENTE"""
"23793162000120,6015,1027,""SPC"""
"61683330000202,8589,,""SPC"""
"28173628000108,6994,1049,""SPC"""
"28822817000164,7043,1053,""CONCORRENTE"""
"31891191000152,7336,1137,""SPC"""
"15250918000166,3169,796,""SPC"""
"30130634000120,7043,1082,""SPC"""
"31538605000164,7221,1118,""SPC"""
"14743409000706,2980,764,""SPC"""
"27637442000108,6988,1049,""CONCORRENTE"""
"1035668000137,209,160,""SPC"""
"29474239000185,7043,1078,""SPC"""
"21446546000140,4973,935,""SPC"""
"35480748000113,8390,1298,""SPC"""
"28765724000145,7043,1052,""SPC"""
"22839205000106,5721,1011,""CONCORRENTE"""
"19928046000101,4511,856,""SPC"""
"18264212000141,4066,843,""SPC"""
"29440936000115,7043,1074,""SPC"""
"15413826012670,3229,812,""SPC"""
"1893491000100,307,161,""SPC"""
"33796214000175,7994,1258,""CONCORRENTE"""
"24530983000136,6091,1028,""SPC"""
"30021375000107,7043,1081,""SPC"""
"8257927000113,1778,376,""SPC"""
"21041961000114,4824,885,""SPC"""
"30619931000133,7067,1094,""SPC"""
"28631216001499,7043,1050,""CONCORRENTE"""
"1601986000118,243,160,""SPC"""
"21432613000178,4964,935,""SPC"""
"14060302000160,2754,725,""SPC"""
"28885675000184,7043,1054,""SPC"""
"41083791000148,8521,,""CONCORRENTE"""
"2253544000190,547,162,""CONCORRENTE"""
"21094769000196,4904,917,""CONCORRENTE"""
"11810228000163,2222,598,""CONCORRENTE"""
"23321678000171,5958,1025,""CONCORRENTE"""
"28164692000122,6994,1049,""CONCORRENTE"""
"21299425000113,4964,933,""CONCORRENTE"""
"20420357000136,4565,860,""SPC"""
"88501010000151,9899,,""CONCORRENTE"""
"22514980000183,5406,988,""SPC"""
"35676267000188,8452,1306,""CONCORRENTE"""
"33706939000125,7994,1257,""SPC"""
"41281262000159,8525,,""SPC"""
"21719242000100,5116,937,""SPC"""
"22868486000117,5724,1013,""CONCORRENTE"""
"31893085000108,7347,1142,""SPC"""
"26568515000186,6865,1047,""SPC"""
"27293244000166,6962,1049,""CONCORRENTE"""
"33253314000155,7918,1201,""SPC"""
"22411097000168,5389,962,""SPC"""
"13886804000181,2754,706,""SPC"""
"22998003000107,5888,1017,""SPC"""
"82598020000170,8807,,""CONCORRENTE"""
"34748360000198,8357,1284,""SPC"""
"1947535000137,342,161,""CONCORRENTE"""
"27755573000181,6989,1049,""CONCORRENTE"""
"16970784000110,3551,833,""SPC"""
"23415876000102,5993,1025,""CONCORRENTE"""
"10228933000194,2055,536,""CONCORRENTE"""
"23737252000101,6015,1026,""SPC"""
"33355036000147,7953,1209,""SPC"""
"26673289000101,6873,1047,""CONCORRENTE"""
"20093208000100,4565,857,""CONCORRENTE"""
"22120623000130,5316,950,""SPC"""
"15155856000103,3104,787,""SPC"""
"78438611000103,8770,,""CONCORRENTE"""
"312811000128,16,53,""CONCORRENTE"""
"31813150000148,7315,1135,""CONCORRENTE"""
"34675326000130,8289,1265,""SPC"""
"23524610000190,6015,1025,""SPC"""
"17469080000121,3843,835,""CONCORRENTE"""
"31050740000166,7069,1100,""CONCORRENTE"""
"13607179000191,2754,666,""CONCORRENTE"""
"15129303000186,3101,787,""SPC"""
"13716821000170,2754,673,""SPC"""
"32490892000142,7650,1156,""CONCORRENTE"""
"81648719000135,8788,,""CONCORRENTE"""
"24725561000116,6129,1028,""SPC"""
"14709369000182,2976,751,""SPC"""
"35693231000102,8452,1307,""CONCORRENTE"""
"28130547000120,6994,1049,""SPC"""
"25518039000126,6308,1028,""CONCORRENTE"""
"17840562000146,3986,839,""SPC"""
"9209385000176,2019,398,""CONCORRENTE"""
"12078981000179,2309,602,""CONCORRENTE"""
"37316312000119,8521,,""CONCORRENTE"""
"23325540000140,5959,1025,""SPC"""
"32821939000103,7752,1170,""SPC"""
"23217049000104,5941,1024,""SPC"""
"35611368000170,8419,1303,""SPC"""
"30007662000154,7043,1081,""SPC"""
"16432502000121,3392,833,""CONCORRENTE"""
"9492461000101,2048,535,""CONCORRENTE"""
"23204412000149,5941,1023,""CONCORRENTE"""
"92238138000907,9915,,""CONCORRENTE"""
"8871227000114,1879,394,""CONCORRENTE"""
"22490113000155,5406,987,""CONCORRENTE"""
"33144958000105,7893,1197,""CONCORRENTE"""
"27887160000150,6993,1049,""SPC"""
"83740332000130,8824,,""SPC"""
"37115789000136,8521,,""SPC"""
"73988396000109,8723,,""CONCORRENTE"""
"10754817000109,2173,586,""SPC"""
"20743761000140,4678,861,""SPC"""
"21603330000141,5027,937,""CONCORRENTE"""
"14039576000177,2754,721,""CONCORRENTE"""
"33720203000101,7994,1257,""CONCORRENTE"""
"28370271000158,7012,1049,""CONCORRENTE"""
"25213422000176,6268,1028,""CONCORRENTE"""
"3849650000102,988,167,""CONCORRENTE"""
"23506856000139,6015,1025,""CONCORRENTE"""
"31467041000116,7221,1112,""SPC"""
"34763219000164,8367,1288,""SPC"""
"4490722000122,988,178,""CONCORRENTE"""
"5938818000173,1347,179,""CONCORRENTE"""
"34762540000124,8357,1287,""SPC"""
"5580742000157,1158,178,""SPC"""
"21155787000130,4904,924,""CONCORRENTE"""
"27764167000185,6989,1049,""CONCORRENTE"""
"4096843000194,988,174,""CONCORRENTE"""
"9384493000185,2044,504,""SPC"""
"31626194000169,7221,1120,""SPC"""
"21923536000159,5285,939,""SPC"""
"53425120001330,8582,,""SPC"""
"18351621000185,4066,843,""CONCORRENTE"""
"22604223000109,5498,1006,""SPC"""
"22681901000129,5612,1006,""CONCORRENTE"""
"35894539000116,8488,1344,""SPC"""
"21361639000172,4964,935,""CONCORRENTE"""
"16857632000106,3531,833,""CONCORRENTE"""
"32365114000121,7533,1151,""CONCORRENTE"""
"15433186000140,3234,818,""SPC"""
"27561183000170,6971,1049,""CONCORRENTE"""
"5260942000122,1104,178,""CONCORRENTE"""
"945958000589,143,160,""CONCORRENTE"""
"24529098000137,6091,1028,""CONCORRENTE"""
"34667490000104,8280,1263,""CONCORRENTE"""
"4717255000120,988,178,""SPC"""
"22464914000146,5406,964,""CONCORRENTE"""
"21651876000178,5074,937,""SPC"""
"35717457000104,8452,1307,""CONCORRENTE"""
"11279994000143,2174,586,""SPC"""
"29118244000155,7043,1058,""CONCORRENTE"""
"30707874000144,7067,1095,""SPC"""
"7898855000120,1778,376,""CONCORRENTE"""
"16499787000207,3448,833,""CONCORRENTE"""
"32140626000190,7408,1147,""SPC"""
"19011083000142,4141,844,""CONCORRENTE"""
"16443966000303,3401,833,""CONCORRENTE"""
"10469536000104,2065,563,""SPC"""
"26140085000105,6762,1039,""CONCORRENTE"""
"32078270000101,7375,1146,""CONCORRENTE"""
"29213576000119,7043,1066,""CONCORRENTE"""
"97140966000166,11587,,""SPC"""
"32404487000164,7543,1156,""CONCORRENTE"""
"35740442000159,8452,1307,""SPC"""
"3042779000104,683,162,""SPC"""
"19629210000171,4387,852,""SPC"""
"24022093000113,6015,1028,""CONCORRENTE"""
"21065898000156,4876,893,""CONCORRENTE"""
"3098099000102,690,162,""CONCORRENTE"""
"32354956000188,7530,1150,""CONCORRENTE"""
"22120165000130,5302,950,""SPC"""
"12929707000166,2587,646,""CONCORRENTE"""
