"ID_CIDADE,""DES_CIDADE"",""DES_SIGLA_ESTADO"",""DES_REGIAO_IBGE"""
"6330,""MERCEDES"",""PR"",""SUL"""
"6331,""MIRADOR"",""PR"",""SUL"""
"6332,""MIRANDA"",""PR"",""SUL"""
"6333,""MIRANTE DO PIQUIRI"",""PR"",""SUL"""
"6334,""MIRASELVA"",""PR"",""SUL"""
"6335,""MISSAL"",""PR"",""SUL"""
"6336,""MONJOLINHO"",""PR"",""SUL"""
"6337,""MONTE REAL"",""PR"",""SUL"""
"6338,""MOREIRA SALES"",""PR"",""SUL"""
"6339,""MORRETES"",""PR"",""SUL"""
"6340,""MORRO ALTO"",""PR"",""SUL"""
"6341,""MORRO INGLES"",""PR"",""SUL"""
"6342,""MUNHOZ DE MELO"",""PR"",""SUL"""
"6343,""NATINGUI"",""PR"",""SUL"""
"6344,""NILZA"",""PR"",""SUL"""
"6345,""NORDESTINA"",""PR"",""SUL"""
"6346,""NOSSA SENHORA APARECIDA"",""PR"",""SUL"""
"6347,""NOSSA SENHORA DA APARECIDA"",""PR"",""SUL"""
"6348,""NOSSA SENHORA DA CANDELARIA"",""PR"",""SUL"""
"6349,""NOSSA SENHORA DAS GRACAS"",""PR"",""SUL"""
"6350,""NOSSA SENHORA DE LOURDES"",""PR"",""SUL"""
"9865,""ITACAJA"",""TO"",""NORTE"""
"9866,""ITAGUATINS"",""TO"",""NORTE"""
"9867,""ITAPIRATINS"",""TO"",""NORTE"""
"9868,""ITAPORA DO TOCANTINS"",""TO"",""NORTE"""
"9869,""JAU DO TOCANTINS"",""TO"",""NORTE"""
"9870,""JUARINA"",""TO"",""NORTE"""
"9872,""LAGOA DA CONFUSAO"",""TO"",""NORTE"""
"9873,""LAGOA DO TOCANTINS"",""TO"",""NORTE"""
"9874,""LAJEADO"",""TO"",""NORTE"""
"9875,""LAVANDEIRA"",""TO"",""NORTE"""
"9876,""LIZARDA"",""TO"",""NORTE"""
"9877,""LUZINOPOLIS"",""TO"",""NORTE"""
"9878,""MARIANOPOLIS DO TOCANTINS"",""TO"",""NORTE"""
"9880,""MAURILANDIA DO TOCANTINS"",""TO"",""NORTE"""
"9881,""MIRACEMA DO TOCANTINS"",""TO"",""NORTE"""
"9882,""MIRANDOPOLIS"",""TO"",""NORTE"""
"9883,""MIRANORTE"",""TO"",""NORTE"""
"9884,""MONTE DO CARMO"",""TO"",""NORTE"""
"9885,""MONTE LINDO"",""TO"",""NORTE"""
"9886,""MONTE SANTO DO TOCANTINS"",""TO"",""NORTE"""
"9888,""MURICILANDIA"",""TO"",""NORTE"""
"9889,""NATAL"",""TO"",""NORTE"""
"9890,""NATIVIDADE"",""TO"",""NORTE"""
"9891,""NAZARE"",""TO"",""NORTE"""
"9892,""NOVA OLINDA"",""TO"",""NORTE"""
"9893,""NOVA ROSALANDIA"",""TO"",""NORTE"""
"9894,""NOVO ACORDO"",""TO"",""NORTE"""
"9895,""NOVO ALEGRE"",""TO"",""NORTE"""
"9897,""NOVO JARDIM"",""TO"",""NORTE"""
"9898,""OLIVEIRA DE FATIMA"",""TO"",""NORTE"""
"9899,""PALMAS"",""TO"",""NORTE"""
"9900,""PALMEIRANTE"",""TO"",""NORTE"""
"9901,""PALMEIROPOLIS"",""TO"",""NORTE"""
"9902,""PARAISO DO TOCANTINS"",""TO"",""NORTE"""
"9903,""PARANA"",""TO"",""NORTE"""
"9904,""PAU D'ARCO"",""TO"",""NORTE"""
"9906,""PEDRO AFONSO"",""TO"",""NORTE"""
"9907,""PEDRO LUDOVICO"",""TO"",""NORTE"""
"9908,""PEIXE"",""TO"",""NORTE"""
"9909,""PEIXE"",""TO"",""NORTE"""
"9910,""PEQUIZEIRO"",""TO"",""NORTE"""
"9911,""PILOES"",""TO"",""NORTE"""
"9912,""PINDORAMA DO TOCANTINS"",""TO"",""NORTE"""
"9913,""PIRAQUE"",""TO"",""NORTE"""
"9915,""PONTE ALTA DO BOM JESUS"",""TO"",""NORTE"""
"9916,""PONTE ALTA DO TOCANTINS"",""TO"",""NORTE"""
"9917,""PONTES"",""TO"",""NORTE"""
"9918,""PORAOZINHO"",""TO"",""NORTE"""
"9919,""PORTO ALEGRE DO TOCANTINS"",""TO"",""NORTE"""
"9920,""PORTO LEMOS"",""TO"",""NORTE"""
"9921,""PORTO NACIONAL"",""TO"",""NORTE"""
"9922,""PRAIA NORTE"",""TO"",""NORTE"""
"9923,""PRESIDENTE KENNEDY"",""TO"",""NORTE"""
"9924,""PRINCIPE"",""TO"",""NORTE"""
"9925,""PUGMIL"",""TO"",""NORTE"""
"9926,""RECURSOLANDIA"",""TO"",""NORTE"""
"9927,""RIACHINHO"",""TO"",""NORTE"""
"9928,""RIO DA CONCEICAO"",""TO"",""NORTE"""
"9929,""RIO DOS BOIS"",""TO"",""NORTE"""
"9930,""RIO SONO"",""TO"",""NORTE"""
"9931,""SAMPAIO"",""TO"",""NORTE"""
"9932,""SANDOLANDIA"",""TO"",""NORTE"""
"9933,""SANTA FE DO ARAGUAIA"",""TO"",""NORTE"""
"9934,""SANTA MARIA DO TOCANTINS"",""TO"",""NORTE"""
"9935,""SANTA RITA DO TOCANTINS"",""TO"",""NORTE"""
"9936,""SANTA ROSA DO TOCANTINS"",""TO"",""NORTE"""
"9364,""MIRANDOPOLIS"",""SP"",""SUDESTE"""
"9365,""MIRANTE DO PARANAPANEMA"",""SP"",""SUDESTE"""
"9366,""MIRASSOL"",""SP"",""SUDESTE"""
"9367,""MIRASSOLANDIA"",""SP"",""SUDESTE"""
"9368,""MOCOCA"",""SP"",""SUDESTE"""
"9369,""MOGI DAS CRUZES"",""SP"",""SUDESTE"""
"9370,""MOGI GUACU"",""SP"",""SUDESTE"""
"9372,""MOMBUCA"",""SP"",""SUDESTE"""
"9373,""MONCOES"",""SP"",""SUDESTE"""
"9374,""MONGAGUA"",""SP"",""SUDESTE"""
"9375,""MONTALVAO"",""SP"",""SUDESTE"""
"9376,""MONTE ALEGRE DO SUL"",""SP"",""SUDESTE"""
"9377,""MONTE ALTO"",""SP"",""SUDESTE"""
"9378,""MONTE APRAZIVEL"",""SP"",""SUDESTE"""
"9379,""MONTE AZUL PAULISTA"",""SP"",""SUDESTE"""
"9380,""MONTE CABRAO"",""SP"",""SUDESTE"""
"9381,""MONTE CASTELO"",""SP"",""SUDESTE"""
"9383,""MONTE VERDE PAULISTA"",""SP"",""SUDESTE"""
"9384,""MONTEIRO LOBATO"",""SP"",""SUDESTE"""
"9385,""MOREIRA CESAR"",""SP"",""SUDESTE"""
"9386,""MORRO AGUDO"",""SP"",""SUDESTE"""
"9387,""MORRO DO ALTO"",""SP"",""SUDESTE"""
"9388,""MORUNGABA"",""SP"",""SUDESTE"""
"9389,""MOSTARDAS"",""SP"",""SUDESTE"""
"9390,""MOTUCA"",""SP"",""SUDESTE"""
"9391,""MOURAO"",""SP"",""SUDESTE"""
"9392,""MURUTINGA DO SUL"",""SP"",""SUDESTE"""
"9394,""NARANDIBA"",""SP"",""SUDESTE"""
"9395,""NATIVIDADE DA SERRA"",""SP"",""SUDESTE"""
"9396,""NAZARE PAULISTA"",""SP"",""SUDESTE"""
"9397,""NEVES PAULISTA"",""SP"",""SUDESTE"""
"9398,""NHANDEARA"",""SP"",""SUDESTE"""
"9399,""NIPOA"",""SP"",""SUDESTE"""
"9400,""NOGUEIRA"",""SP"",""SUDESTE"""
"9401,""NOSSA SENHORA DO REMEDIO"",""SP"",""SUDESTE"""
"9403,""NOVA ALIANCA"",""SP"",""SUDESTE"""
"9404,""NOVA AMERICA"",""SP"",""SUDESTE"""
"9405,""NOVA APARECIDA"",""SP"",""SUDESTE"""
"9406,""NOVA CAMPINA"",""SP"",""SUDESTE"""
"9407,""NOVA CANAA PAULISTA"",""SP"",""SUDESTE"""
"9047,""NOVA CARDOSO"",""SP"",""SUDESTE"""
"9408,""NOVA CASTILHO"",""SP"",""SUDESTE"""
"9409,""NOVA EUROPA"",""SP"",""SUDESTE"""
"9410,""NOVA GRANADA"",""SP"",""SUDESTE"""
"9411,""NOVA GUATAPORANGA"",""SP"",""SUDESTE"""
"9412,""NOVA INDEPENDENCIA"",""SP"",""SUDESTE"""
"9413,""NOVA ITAPIREMA"",""SP"",""SUDESTE"""
"9414,""NOVA LUZITANIA"",""SP"",""SUDESTE"""
"9415,""NOVA ODESSA"",""SP"",""SUDESTE"""
"9416,""NOVA PATRIA"",""SP"",""SUDESTE"""
"9418,""NOVAIS"",""SP"",""SUDESTE"""
"9419,""NOVO CRAVINHOS"",""SP"",""SUDESTE"""
"9420,""NOVO HORIZONTE"",""SP"",""SUDESTE"""
"9421,""NUPORANGA"",""SP"",""SUDESTE"""
"9422,""OASIS"",""SP"",""SUDESTE"""
"9423,""OCAUCU"",""SP"",""SUDESTE"""
"9424,""OLEO"",""SP"",""SUDESTE"""
"9425,""OLIMPIA"",""SP"",""SUDESTE"""
"9426,""OLIVEIRA BARROS"",""SP"",""SUDESTE"""
"9427,""ONDA BRANCA"",""SP"",""SUDESTE"""
"9428,""ONDA VERDE"",""SP"",""SUDESTE"""
"9429,""ORIENTE"",""SP"",""SUDESTE"""
"9430,""ORINDIUVA"",""SP"",""SUDESTE"""
"9432,""OSASCO"",""SP"",""SUDESTE"""
"9433,""OSCAR BRESSANE"",""SP"",""SUDESTE"""
"9434,""OSVALDO CRUZ"",""SP"",""SUDESTE"""
"9435,""OURINHOS"",""SP"",""SUDESTE"""
"9436,""OURO FINO PAULISTA"",""SP"",""SUDESTE"""
"9437,""OURO VERDE"",""SP"",""SUDESTE"""
"9438,""OUROESTE"",""SP"",""SUDESTE"""
"9439,""PACAEMBU"",""SP"",""SUDESTE"""
"9440,""PADRE NOBREGA"",""SP"",""SUDESTE"""
"9441,""PALESTINA"",""SP"",""SUDESTE"""
"9442,""PALMARES PAULISTA"",""SP"",""SUDESTE"""
"9444,""PALMEIRAS DE SAO PAULO"",""SP"",""SUDESTE"""
"9445,""PALMITAL"",""SP"",""SUDESTE"""
"9446,""PANORAMA"",""SP"",""SUDESTE"""
"9447,""PARAGUACU PAULISTA"",""SP"",""SUDESTE"""
"9448,""PARAIBUNA"",""SP"",""SUDESTE"""
"9449,""PARAISO"",""SP"",""SUDESTE"""
"9450,""PARAISOLANDIA"",""SP"",""SUDESTE"""
"9451,""PARANABI"",""SP"",""SUDESTE"""
"9452,""PARANAPANEMA"",""SP"",""SUDESTE"""
"9453,""PARANAPIACABA"",""SP"",""SUDESTE"""
"9454,""PARANAPUA"",""SP"",""SUDESTE"""
"9455,""PARAPUA"",""SP"",""SUDESTE"""
"9456,""PARDINHO"",""SP"",""SUDESTE"""
"9457,""PARIQUERA-ACU"",""SP"",""SUDESTE"""
"9459,""PARNASO"",""SP"",""SUDESTE"""
"9460,""PARQUE MEIA LUA"",""SP"",""SUDESTE"""
"9461,""PARURU"",""SP"",""SUDESTE"""
"9462,""PATROCINIO PAULISTA"",""SP"",""SUDESTE"""
"9463,""PAULICEIA"",""SP"",""SUDESTE"""
"9464,""PAULINIA"",""SP"",""SUDESTE"""
"9465,""PAULISTANIA"",""SP"",""SUDESTE"""
"9466,""PAULO DE FARIA"",""SP"",""SUDESTE"""
"9467,""PAULOPOLIS"",""SP"",""SUDESTE"""
"9468,""PEDERNEIRAS"",""SP"",""SUDESTE"""
"9469,""PEDRA BELA"",""SP"",""SUDESTE"""
"9470,""PEDRA BRANCA DE ITARARE"",""SP"",""SUDESTE"""
"9472,""PEDREGULHO"",""SP"",""SUDESTE"""
"9473,""PEDREIRA"",""SP"",""SUDESTE"""
"9474,""PEDRINHAS PAULISTA"",""SP"",""SUDESTE"""
"9475,""PEDRO BARROS"",""SP"",""SUDESTE"""
"9476,""PEDRO DE TOLEDO"",""SP"",""SUDESTE"""
"9477,""PENAPOLIS"",""SP"",""SUDESTE"""
"9478,""PEREIRA BARRETO"",""SP"",""SUDESTE"""
"9479,""PEREIRAS"",""SP"",""SUDESTE"""
"9480,""PERUIBE"",""SP"",""SUDESTE"""
"9481,""PIACATU"",""SP"",""SUDESTE"""
"8787,""DIVINA PASTORA"",""SE"",""NORDESTE"""
"8788,""ESTANCIA"",""SE"",""NORDESTE"""
"8789,""FEIRA NOVA"",""SE"",""NORDESTE"""
"8790,""FREI PAULO"",""SE"",""NORDESTE"""
"8791,""GARARU"",""SE"",""NORDESTE"""
"1855,""CRISTAL DO NORTE"",""ES"",""SUDESTE"""
"1856,""CRUBIXA"",""ES"",""SUDESTE"""
"1857,""DESENGANO"",""ES"",""SUDESTE"""
"1858,""DIVINO DE SAO LOURENCO"",""ES"",""SUDESTE"""
"1859,""DIVINO ESPIRITO SANTO"",""ES"",""SUDESTE"""
"1860,""DJALMA COUTINHO"",""ES"",""SUDESTE"""
"1861,""DOMINGOS MARTINS"",""ES"",""SUDESTE"""
"1862,""DONA AMERICA"",""ES"",""SUDESTE"""
"1863,""DORES DO RIO PRETO"",""ES"",""SUDESTE"""
"1864,""DUAS BARRAS"",""ES"",""SUDESTE"""
"1865,""ECOPORANGA"",""ES"",""SUDESTE"""
"1866,""ESTRELA DO NORTE"",""ES"",""SUDESTE"""
"1867,""FARTURA"",""ES"",""SUDESTE"""
"1868,""FAZENDA GUANDU"",""ES"",""SUDESTE"""
"1869,""FUNDAO"",""ES"",""SUDESTE"""
"1870,""GARRAFAO"",""ES"",""SUDESTE"""
"1871,""GIRONDA"",""ES"",""SUDESTE"""
"1872,""GOIABEIRAS"",""ES"",""SUDESTE"""
"1873,""GOVERNADOR LACERDA DE AGUIAR"",""ES"",""SUDESTE"""
"1874,""GOVERNADOR LINDENBERG"",""ES"",""SUDESTE"""
"1875,""GRACA ARANHA"",""ES"",""SUDESTE"""
"1876,""GRUTA"",""ES"",""SUDESTE"""
"1877,""GUACUI"",""ES"",""SUDESTE"""
"1879,""GUARAPARI"",""ES"",""SUDESTE"""
"1880,""GUARAREMA"",""ES"",""SUDESTE"""
"1881,""IBATIBA"",""ES"",""SUDESTE"""
"1882,""IBES"",""ES"",""SUDESTE"""
"1883,""IBICABA"",""ES"",""SUDESTE"""
"1884,""IBIRACU"",""ES"",""SUDESTE"""
"1885,""IBITIRAMA"",""ES"",""SUDESTE"""
"1887,""IBITUBA"",""ES"",""SUDESTE"""
"1888,""ICONHA"",""ES"",""SUDESTE"""
"1889,""IMBURANA"",""ES"",""SUDESTE"""
"1890,""IRIRITIBA"",""ES"",""SUDESTE"""
"1891,""IRUNDI"",""ES"",""SUDESTE"""
"1893,""ISABEL"",""ES"",""SUDESTE"""
"1894,""ITABAIANA"",""ES"",""SUDESTE"""
"1895,""ITACU"",""ES"",""SUDESTE"""
"1896,""ITAGUACU"",""ES"",""SUDESTE"""
"1897,""ITAICI"",""ES"",""SUDESTE"""
"1899,""ITAIPAVA"",""ES"",""SUDESTE"""
"1900,""ITAMIRA"",""ES"",""SUDESTE"""
"1901,""ITAOCA"",""ES"",""SUDESTE"""
"1902,""ITAPECOA"",""ES"",""SUDESTE"""
"1903,""ITAPEMIRIM"",""ES"",""SUDESTE"""
"1905,""ITAPINA"",""ES"",""SUDESTE"""
"1906,""ITAQUARI"",""ES"",""SUDESTE"""
"1907,""ITARANA"",""ES"",""SUDESTE"""
"1908,""ITAUNAS"",""ES"",""SUDESTE"""
"1909,""ITAUNINHAS"",""ES"",""SUDESTE"""
"1911,""JABAQUARA"",""ES"",""SUDESTE"""
"1912,""JACARAIPE"",""ES"",""SUDESTE"""
"1913,""JACIGUA"",""ES"",""SUDESTE"""
"1914,""JACUPEMBA"",""ES"",""SUDESTE"""
"1915,""JAGUARE"",""ES"",""SUDESTE"""
"1917,""JOACUBA"",""ES"",""SUDESTE"""
"1918,""JOAO NEIVA"",""ES"",""SUDESTE"""
"1919,""JOATUBA"",""ES"",""SUDESTE"""
"1920,""JOSE CARLOS"",""ES"",""SUDESTE"""
"1921,""JUCU"",""ES"",""SUDESTE"""
"10115,""JURAMA"",""ES"",""SUDESTE"""
"1922,""LAJINHA"",""ES"",""SUDESTE"""
"1923,""LARANJA DA TERRA"",""ES"",""SUDESTE"""
"1924,""LIMOEIRO"",""ES"",""SUDESTE"""
"1925,""LINHARES"",""ES"",""SUDESTE"""
"1926,""MANGARAI"",""ES"",""SUDESTE"""
"1927,""MANTENOPOLIS"",""ES"",""SUDESTE"""
"1929,""MARECHAL FLORIANO"",""ES"",""SUDESTE"""
"1930,""MARILANDIA"",""ES"",""SUDESTE"""
"1931,""MATILDE"",""ES"",""SUDESTE"""
"1932,""MELGACO"",""ES"",""SUDESTE"""
"1933,""MENINO JESUS"",""ES"",""SUDESTE"""
"1935,""MONTANHA"",""ES"",""SUDESTE"""
"1936,""MONTE CARMELO DO RIO NOVO"",""ES"",""SUDESTE"""
"1937,""MONTE PIO"",""ES"",""SUDESTE"""
"1938,""MONTE SINAI"",""ES"",""SUDESTE"""
"1939,""MUCURICI"",""ES"",""SUDESTE"""
"1940,""MUNDO NOVO"",""ES"",""SUDESTE"""
"1942,""MUQUI"",""ES"",""SUDESTE"""
"1943,""NESTOR GOMES"",""ES"",""SUDESTE"""
"10109,""NOSSA SENHORA DE FATIMA"",""ES"",""SUDESTE"""
"1944,""NOVA ALMEIDA"",""ES"",""SUDESTE"""
"1946,""NOVA VENECIA"",""ES"",""SUDESTE"""
"1947,""NOVA VERONA"",""ES"",""SUDESTE"""
"1327,""EMA"",""CE"",""NORDESTE"""
"1328,""EMATUBA"",""CE"",""NORDESTE"""
"1329,""ENCANTADO"",""CE"",""NORDESTE"""
"1330,""ENGENHEIRO JOAO TOME"",""CE"",""NORDESTE"""
"1331,""ENGENHEIRO JOSE LOPES"",""CE"",""NORDESTE"""
"1332,""ENGENHO VELHO"",""CE"",""NORDESTE"""
"1333,""ERERE"",""CE"",""NORDESTE"""
"1334,""ESPACINHA"",""CE"",""NORDESTE"""
"1335,""ESPERANCA"",""CE"",""NORDESTE"""
"1337,""EUSEBIO"",""CE"",""NORDESTE"""
"1338,""FARIAS BRITO"",""CE"",""NORDESTE"""
"1339,""FATIMA"",""CE"",""NORDESTE"""
"12078,""FAVEIRA"",""CE"",""NORDESTE"""
"1340,""FEITICEIRO"",""CE"",""NORDESTE"""
"1341,""FEITOSA"",""CE"",""NORDESTE"""
"1342,""FELIZARDO"",""CE"",""NORDESTE"""
"1343,""FLAMENGO"",""CE"",""NORDESTE"""
"1344,""FLORES"",""CE"",""NORDESTE"""
"1345,""FLORES"",""CE"",""NORDESTE"""
"179,""TABOLEIRO DO PINTO"",""AL"",""NORDESTE"""
"11587,""FORQUILHA"",""CE"",""NORDESTE"""
"1347,""FORTALEZA"",""CE"",""NORDESTE"""
"1348,""FORTIM"",""CE"",""NORDESTE"""
"1349,""FRECHEIRINHA"",""CE"",""NORDESTE"""
"1641,""GADELHA"",""CE"",""NORDESTE"""
"1350,""GADO"",""CE"",""NORDESTE"""
"1351,""GADO DOS RODRIGUES"",""CE"",""NORDESTE"""
"1352,""GAMELEIRA DE SAO SEBASTIAO"",""CE"",""NORDESTE"""
"1353,""GARCAS"",""CE"",""NORDESTE"""
"1355,""GENERAL SAMPAIO"",""CE"",""NORDESTE"""
"1356,""GENERAL TIBURCIO"",""CE"",""NORDESTE"""
"1358,""GERERAU"",""CE"",""NORDESTE"""
"1360,""GIRAU"",""CE"",""NORDESTE"""
"1361,""GRACA"",""CE"",""NORDESTE"""
"1362,""GRANJA"",""CE"",""NORDESTE"""
"1363,""GRANJEIRO"",""CE"",""NORDESTE"""
"1364,""GROAIRAS"",""CE"",""NORDESTE"""
"1366,""GUAJIRU"",""CE"",""NORDESTE"""
"1367,""GUANACES"",""CE"",""NORDESTE"""
"1368,""GUARACIABA DO NORTE"",""CE"",""NORDESTE"""
"1369,""GUARAMIRANGA"",""CE"",""NORDESTE"""
"1370,""GUARARU"",""CE"",""NORDESTE"""
"1371,""GUASSI"",""CE"",""NORDESTE"""
"1373,""GUIA"",""CE"",""NORDESTE"""
"1374,""GURIU"",""CE"",""NORDESTE"""
"1375,""HIDROLANDIA"",""CE"",""NORDESTE"""
"1376,""HOLANDA"",""CE"",""NORDESTE"""
"1377,""HORIZONTE"",""CE"",""NORDESTE"""
"1379,""IARA"",""CE"",""NORDESTE"""
"1380,""IBARETAMA"",""CE"",""NORDESTE"""
"1381,""IBIAPABA"",""CE"",""NORDESTE"""
"1382,""IBIAPINA"",""CE"",""NORDESTE"""
"1383,""IBICATU"",""CE"",""NORDESTE"""
"1385,""IBICUITABA"",""CE"",""NORDESTE"""
"1386,""IBICUITINGA"",""CE"",""NORDESTE"""
"1387,""IBOREPI"",""CE"",""NORDESTE"""
"1388,""IBUACU"",""CE"",""NORDESTE"""
"1389,""IBUGUACU"",""CE"",""NORDESTE"""
"1391,""ICARAI"",""CE"",""NORDESTE"""
"1392,""ICO"",""CE"",""NORDESTE"""
"1393,""ICOZINHO"",""CE"",""NORDESTE"""
"1395,""IGAROI"",""CE"",""NORDESTE"""
"1396,""IGUATU"",""CE"",""NORDESTE"""
"1397,""INDEPENDENCIA"",""CE"",""NORDESTE"""
"1398,""INGAZEIRAS"",""CE"",""NORDESTE"""
"1399,""INHAMUNS"",""CE"",""NORDESTE"""
"1401,""INHUPORANGA"",""CE"",""NORDESTE"""
"11091,""IPAGUACU"",""CE"",""NORDESTE"""
"1402,""IPAPORANGA"",""CE"",""NORDESTE"""
"1403,""IPAUMIRIM"",""CE"",""NORDESTE"""
"1404,""IPU"",""CE"",""NORDESTE"""
"1405,""IPUEIRAS"",""CE"",""NORDESTE"""
"1407,""IRACEMA"",""CE"",""NORDESTE"""
"1408,""IRAJA"",""CE"",""NORDESTE"""
"1409,""IRAPUA"",""CE"",""NORDESTE"""
"1410,""IRATINGA"",""CE"",""NORDESTE"""
"1411,""IRAUCUBA"",""CE"",""NORDESTE"""
"1412,""ISIDORO"",""CE"",""NORDESTE"""
"1413,""ITACIMA"",""CE"",""NORDESTE"""
"1414,""ITAGUA"",""CE"",""NORDESTE"""
"1415,""ITAICABA"",""CE"",""NORDESTE"""
"1416,""ITAIPABA"",""CE"",""NORDESTE"""
"1417,""ITAITINGA"",""CE"",""NORDESTE"""
"1418,""ITANS"",""CE"",""NORDESTE"""
"1419,""ITAPAJE"",""CE"",""NORDESTE"""
"1420,""ITAPEBUSSU"",""CE"",""NORDESTE"""
"1421,""ITAPEIM"",""CE"",""NORDESTE"""
"1422,""ITAPIPOCA"",""CE"",""NORDESTE"""
"1423,""ITAPIUNA"",""CE"",""NORDESTE"""
"1424,""ITAPO"",""CE"",""NORDESTE"""
"1425,""ITAREMA"",""CE"",""NORDESTE"""
"1426,""ITATIRA"",""CE"",""NORDESTE"""
"2804,""BREJO DO AMPARO"",""MG"",""SUDESTE"""
"4030,""TORNEIROS"",""MG"",""SUDESTE"""
"4031,""TORREOES"",""MG"",""SUDESTE"""
"11474,""TRES BARRAS DA ESTRADA REAL"",""MG"",""SUDESTE"""
"4032,""TRES CORACOES"",""MG"",""SUDESTE"""
"4033,""TRES ILHAS"",""MG"",""SUDESTE"""
"4035,""TRES PONTAS"",""MG"",""SUDESTE"""
"4036,""TRIMONTE"",""MG"",""SUDESTE"""
"4037,""TUIUTINGA"",""MG"",""SUDESTE"""
"4038,""TUMIRITINGA"",""MG"",""SUDESTE"""
"4040,""TUPARECE"",""MG"",""SUDESTE"""
"4041,""TURMALINA"",""MG"",""SUDESTE"""
"4042,""TURVOLANDIA"",""MG"",""SUDESTE"""
"4043,""UBA"",""MG"",""SUDESTE"""
"4044,""UBAI"",""MG"",""SUDESTE"""
"4045,""UBAPORANGA"",""MG"",""SUDESTE"""
"4046,""UBARI"",""MG"",""SUDESTE"""
"4048,""UBERLANDIA"",""MG"",""SUDESTE"""
"4049,""UMBURATIBA"",""MG"",""SUDESTE"""
"4050,""UMBUZEIRO"",""MG"",""SUDESTE"""
"4051,""UNAI"",""MG"",""SUDESTE"""
"4052,""UNIAO DE MINAS"",""MG"",""SUDESTE"""
"4054,""URUCANIA"",""MG"",""SUDESTE"""
"4055,""URUCUIA"",""MG"",""SUDESTE"""
"4056,""USINA MONTE ALEGRE"",""MG"",""SUDESTE"""
"4057,""VAI-VOLTA"",""MG"",""SUDESTE"""
"4058,""VALADARES"",""MG"",""SUDESTE"""
"4059,""VALAO"",""MG"",""SUDESTE"""
"4061,""VALO FUNDO"",""MG"",""SUDESTE"""
"4062,""VARGEM ALEGRE"",""MG"",""SUDESTE"""
"4063,""VARGEM BONITA"",""MG"",""SUDESTE"""
"4064,""VARGEM GRANDE DO RIO PARDO"",""MG"",""SUDESTE"""
"4065,""VARGEM LINDA"",""MG"",""SUDESTE"""
"4066,""VARGINHA"",""MG"",""SUDESTE"""
"4068,""VARZEA DA PALMA"",""MG"",""SUDESTE"""
"4069,""VARZELANDIA"",""MG"",""SUDESTE"""
"4070,""VAU-ACU"",""MG"",""SUDESTE"""
"4071,""VAZANTE"",""MG"",""SUDESTE"""
"4072,""VERA CRUZ DE MINAS"",""MG"",""SUDESTE"""
"4074,""VEREDA DO PARAISO"",""MG"",""SUDESTE"""
"4075,""VEREDAS"",""MG"",""SUDESTE"""
"4076,""VEREDINHA"",""MG"",""SUDESTE"""
"4077,""VERISSIMO"",""MG"",""SUDESTE"""
"4078,""VERMELHO"",""MG"",""SUDESTE"""
"4080,""VERMELHO VELHO"",""MG"",""SUDESTE"""
"3218,""INCONFIDENTES"",""MG"",""SUDESTE"""
"3219,""INDAIABIRA"",""MG"",""SUDESTE"""
"3220,""INDEPENDENCIA"",""MG"",""SUDESTE"""
"3221,""INDIANOPOLIS"",""MG"",""SUDESTE"""
"3222,""INGAI"",""MG"",""SUDESTE"""
"3223,""INHAI"",""MG"",""SUDESTE"""
"3224,""INHAPIM"",""MG"",""SUDESTE"""
"3225,""INHAUMA"",""MG"",""SUDESTE"""
"3226,""INIMUTABA"",""MG"",""SUDESTE"""
"3227,""IPABA"",""MG"",""SUDESTE"""
"3228,""IPANEMA"",""MG"",""SUDESTE"""
"3229,""IPATINGA"",""MG"",""SUDESTE"""
"3230,""IPIACU"",""MG"",""SUDESTE"""
"3231,""IPOEMA"",""MG"",""SUDESTE"""
"3232,""IPUIUNA"",""MG"",""SUDESTE"""
"3233,""IRAI DE MINAS"",""MG"",""SUDESTE"""
"3234,""ITABIRA"",""MG"",""SUDESTE"""
"3235,""ITABIRINHA"",""MG"",""SUDESTE"""
"3236,""ITABIRITO"",""MG"",""SUDESTE"""
"3237,""ITABOCA"",""MG"",""SUDESTE"""
"3238,""ITACAMBIRA"",""MG"",""SUDESTE"""
"3239,""ITACARAMBI"",""MG"",""SUDESTE"""
"3240,""ITACI"",""MG"",""SUDESTE"""
"3241,""ITACOLOMI"",""MG"",""SUDESTE"""
"3242,""ITAGUARA"",""MG"",""SUDESTE"""
"3243,""ITAIM"",""MG"",""SUDESTE"""
"3244,""ITAIPE"",""MG"",""SUDESTE"""
"3245,""ITAJUBA"",""MG"",""SUDESTE"""
"3246,""ITAJUTIBA"",""MG"",""SUDESTE"""
"3247,""ITAMARANDIBA"",""MG"",""SUDESTE"""
"3248,""ITAMARATI"",""MG"",""SUDESTE"""
"3249,""ITAMARATI DE MINAS"",""MG"",""SUDESTE"""
"3250,""ITAMBACURI"",""MG"",""SUDESTE"""
"3251,""ITAMBE DO MATO DENTRO"",""MG"",""SUDESTE"""
"3252,""ITAMIRIM"",""MG"",""SUDESTE"""
"3253,""ITAMOGI"",""MG"",""SUDESTE"""
"3254,""ITAMONTE"",""MG"",""SUDESTE"""
"3255,""ITAMURI"",""MG"",""SUDESTE"""
"3256,""ITANHANDU"",""MG"",""SUDESTE"""
"3257,""ITANHOMI"",""MG"",""SUDESTE"""
"3258,""ITAOBIM"",""MG"",""SUDESTE"""
