"ID_CIDADE,""DES_CIDADE"",""DES_SIGLA_ESTADO"",""DES_REGIAO_IBGE"""
"8257,""TRINDADE DO SUL"",""RS"",""SUL"""
"8258,""TRIUNFO"",""RS"",""SUL"""
"8259,""TRONQUEIRAS"",""RS"",""SUL"""
"8260,""TUCUNDUVA"",""RS"",""SUL"""
"8261,""TUIUTI"",""RS"",""SUL"""
"8262,""TUNAS"",""RS"",""SUL"""
"8263,""TUNEL VERDE"",""RS"",""SUL"""
"8264,""TUPANCI DO SUL"",""RS"",""SUL"""
"8265,""TUPANCIRETA"",""RS"",""SUL"""
"8266,""TUPANCI"",""RS"",""SUL"""
"8267,""TUPANDI"",""RS"",""SUL"""
"8268,""TUPANTUBA"",""RS"",""SUL"""
"8269,""TUPARENDI"",""RS"",""SUL"""
"8270,""TUPI SILVEIRA"",""RS"",""SUL"""
"8271,""TUPINAMBA"",""RS"",""SUL"""
"8272,""TURUCU"",""RS"",""SUL"""
"8273,""TURVINHO"",""RS"",""SUL"""
"8274,""UBIRETAMA"",""RS"",""SUL"""
"8275,""UMBU"",""RS"",""SUL"""
"8276,""UNIAO DA SERRA"",""RS"",""SUL"""
"8277,""UNISTALDA"",""RS"",""SUL"""
"8278,""URUGUAIANA"",""RS"",""SUL"""
"8279,""VACACAI"",""RS"",""SUL"""
"8280,""VACARIA"",""RS"",""SUL"""
"8281,""VALDASTICO"",""RS"",""SUL"""
"8282,""VALE DO RIO CAI"",""RS"",""SUL"""
"8283,""VALE DO SOL"",""RS"",""SUL"""
"11098,""VALE DOS VINHEDOS"",""RS"",""SUL"""
"8284,""VALE REAL"",""RS"",""SUL"""
"8285,""VALE VENETO"",""RS"",""SUL"""
"8286,""VALE VERDE"",""RS"",""SUL"""
"8287,""VANINI"",""RS"",""SUL"""
"11880,""VASCO ALVES"",""RS"",""SUL"""
"8288,""VENANCIO AIRES"",""RS"",""SUL"""
"8289,""VERA CRUZ"",""RS"",""SUL"""
"8290,""VERANOPOLIS"",""RS"",""SUL"""
"8291,""VERTENTES"",""RS"",""SUL"""
"8292,""VESPASIANO CORREA"",""RS"",""SUL"""
"8293,""VIADUTOS"",""RS"",""SUL"""
"8294,""VIAMAO"",""RS"",""SUL"""
"8295,""VICENTE DUTRA"",""RS"",""SUL"""
"8296,""VICTOR GRAEFF"",""RS"",""SUL"""
"8297,""VILA BENDER"",""RS"",""SUL"""
"7489,""VILA BOQUEIRAO"",""RS"",""SUL"""
"8298,""VILA CRUZ"",""RS"",""SUL"""
"11097,""VILA FERNANDO FERRARI"",""RS"",""SUL"""
"8299,""VILA FLORES"",""RS"",""SUL"""
"8300,""VILA LANGARO"",""RS"",""SUL"""
"8301,""VILA LARANJEIRA"",""RS"",""SUL"""
"8302,""VILA MARIA"",""RS"",""SUL"""
"8303,""VILA NOVA DO SUL"",""RS"",""SUL"""
"7923,""VILA OLIVA"",""RS"",""SUL"""
"8304,""VILA RICA"",""RS"",""SUL"""
"8185,""VILA SECA"",""RS"",""SUL"""
"867,""NOVA ALEGRIA"",""BA"",""NORDESTE"""
"868,""NOVA BRASILIA"",""BA"",""NORDESTE"""
"869,""NOVA CANAA"",""BA"",""NORDESTE"""
"871,""NOVA IBIA"",""BA"",""NORDESTE"""
"872,""NOVA ITAIPE"",""BA"",""NORDESTE"""
"873,""NOVA ITARANA"",""BA"",""NORDESTE"""
"874,""NOVA LIDICE"",""BA"",""NORDESTE"""
"876,""NOVA SOURE"",""BA"",""NORDESTE"""
"877,""NOVA VICOSA"",""BA"",""NORDESTE"""
"878,""NOVO ACRE"",""BA"",""NORDESTE"""
"879,""NOVO HORIZONTE"",""BA"",""NORDESTE"""
"880,""NOVO TRIUNFO"",""BA"",""NORDESTE"""
"882,""NUGUACU"",""BA"",""NORDESTE"""
"883,""OLHOS D'AGUA DO SECO"",""BA"",""NORDESTE"""
"884,""OLHOS D'AGUA DO SERAFIM"",""BA"",""NORDESTE"""
"885,""OLINDINA"",""BA"",""NORDESTE"""
"886,""OLIVEIRA DOS BREJINHOS"",""BA"",""NORDESTE"""
"1,""ACRELANDIA"",""AC"",""NORTE"""
"2,""ASSIS BRASIL"",""AC"",""NORTE"""
"3,""BRASILEIA"",""AC"",""NORTE"""
"4,""BUJARI"",""AC"",""NORTE"""
"11059,""CAMPINAS"",""AC"",""NORTE"""
"5,""CAPIXABA"",""AC"",""NORTE"""
"6,""CRUZEIRO DO SUL"",""AC"",""NORTE"""
"7,""EPITACIOLANDIA"",""AC"",""NORTE"""
"8,""FEIJO"",""AC"",""NORTE"""
"9,""JORDAO"",""AC"",""NORTE"""
"10,""MANCIO LIMA"",""AC"",""NORTE"""
"11,""MANOEL URBANO"",""AC"",""NORTE"""
"12,""MARECHAL THAUMATURGO"",""AC"",""NORTE"""
"13,""PLACIDO DE CASTRO"",""AC"",""NORTE"""
"14,""PORTO ACRE"",""AC"",""NORTE"""
"15,""PORTO WALTER"",""AC"",""NORTE"""
"16,""RIO BRANCO"",""AC"",""NORTE"""
"17,""RODRIGUES ALVES"",""AC"",""NORTE"""
"18,""SANTA ROSA DO PURUS"",""AC"",""NORTE"""
"19,""SENA MADUREIRA"",""AC"",""NORTE"""
"20,""SENADOR GUIOMARD"",""AC"",""NORTE"""
"21,""TARAUACA"",""AC"",""NORTE"""
"22,""XAPURI"",""AC"",""NORTE"""
"23,""AGUA BRANCA"",""AL"",""NORDESTE"""
"24,""ALAZAO"",""AL"",""NORDESTE"""
"25,""ALECRIM"",""AL"",""NORDESTE"""
"26,""ANADIA"",""AL"",""NORDESTE"""
"27,""ANEL"",""AL"",""NORDESTE"""
"28,""ANUM NOVO"",""AL"",""NORDESTE"""
"29,""ANUM VELHO"",""AL"",""NORDESTE"""
"30,""ARAPIRACA"",""AL"",""NORDESTE"""
"31,""ATALAIA"",""AL"",""NORDESTE"""
"32,""BAIXA DA ONCA"",""AL"",""NORDESTE"""
"33,""BAIXA DO CAPIM"",""AL"",""NORDESTE"""
"11779,""BAIXA GRANDE"",""AL"",""NORDESTE"""
"34,""BALSAMO"",""AL"",""NORDESTE"""
"35,""BANANEIRAS"",""AL"",""NORDESTE"""
"36,""BARRA DE SANTO ANTONIO"",""AL"",""NORDESTE"""
"37,""BARRA DE SAO MIGUEL"",""AL"",""NORDESTE"""
"38,""BARRA DO BONIFACIO"",""AL"",""NORDESTE"""
"39,""BARRA GRANDE"",""AL"",""NORDESTE"""
"11697,""BARREIRAS"",""AL"",""NORDESTE"""
"11635,""BARRO VERMELHO"",""AL"",""NORDESTE"""
"40,""BATALHA"",""AL"",""NORDESTE"""
"41,""BATINGAS"",""AL"",""NORDESTE"""
"42,""BELEM"",""AL"",""NORDESTE"""
"43,""BELO MONTE"",""AL"",""NORDESTE"""
"44,""BOA SORTE"",""AL"",""NORDESTE"""
"46,""BOA VISTA"",""AL"",""NORDESTE"""
"45,""BOA VISTA"",""AL"",""NORDESTE"""
"47,""BOCA DA MATA"",""AL"",""NORDESTE"""
"48,""BOM JARDIM"",""AL"",""NORDESTE"""
"49,""BONIFACIO"",""AL"",""NORDESTE"""
"11083,""BONSUCESSO"",""AL"",""NORDESTE"""
"11303,""BOQUEIRAO"",""AL"",""NORDESTE"""
"11082,""BOTAFOGO"",""AL"",""NORDESTE"""
"50,""BRANQUINHA"",""AL"",""NORDESTE"""
"51,""CACIMBINHAS"",""AL"",""NORDESTE"""
"52,""CAJARANA"",""AL"",""NORDESTE"""
"53,""CAJUEIRO"",""AL"",""NORDESTE"""
"54,""CALDEIROES DE CIMA"",""AL"",""NORDESTE"""
"55,""CAMADANTA"",""AL"",""NORDESTE"""
"56,""CAMPESTRE"",""AL"",""NORDESTE"""
"57,""CAMPO ALEGRE"",""AL"",""NORDESTE"""
"58,""CAMPO GRANDE"",""AL"",""NORDESTE"""
"11698,""CANA BRAVA"",""AL"",""NORDESTE"""
"59,""CANAA"",""AL"",""NORDESTE"""
"60,""CANAFISTULA"",""AL"",""NORDESTE"""
"61,""CANAPI"",""AL"",""NORDESTE"""
"62,""CANASTRA"",""AL"",""NORDESTE"""
"63,""CANGANDU"",""AL"",""NORDESTE"""
"64,""CAPELA"",""AL"",""NORDESTE"""
"65,""CARNEIROS"",""AL"",""NORDESTE"""
"66,""CARRASCO"",""AL"",""NORDESTE"""
"67,""CHA PRETA"",""AL"",""NORDESTE"""
"68,""COITE DO NOIA"",""AL"",""NORDESTE"""
"69,""COLONIA LEOPOLDINA"",""AL"",""NORDESTE"""
"70,""COQUEIRO SECO"",""AL"",""NORDESTE"""
"71,""CORURIPE"",""AL"",""NORDESTE"""
"72,""CORURIPE DA CAL"",""AL"",""NORDESTE"""
"73,""CRAIBAS"",""AL"",""NORDESTE"""
"74,""DELMIRO GOUVEIA"",""AL"",""NORDESTE"""
"75,""DOIS RIACHOS"",""AL"",""NORDESTE"""
"76,""ENTREMONTES"",""AL"",""NORDESTE"""
"77,""ESTRELA DE ALAGOAS"",""AL"",""NORDESTE"""
"11780,""FARRINHEIRA"",""AL"",""NORDESTE"""
"78,""FEIRA GRANDE"",""AL"",""NORDESTE"""
"79,""FELIZ DESERTO"",""AL"",""NORDESTE"""
"11781,""FLEXEIRAS"",""AL"",""NORDESTE"""
"81,""FLEXEIRAS"",""AL"",""NORDESTE"""
"83,""GASPAR"",""AL"",""NORDESTE"""
"84,""GIRAU DO PONCIANO"",""AL"",""NORDESTE"""
"85,""IBATEGUARA"",""AL"",""NORDESTE"""
"86,""IGACI"",""AL"",""NORDESTE"""
"87,""IGREJA NOVA"",""AL"",""NORDESTE"""
"11636,""INGA"",""AL"",""NORDESTE"""
"88,""INHAPI"",""AL"",""NORDESTE"""
"89,""JACARE DOS HOMENS"",""AL"",""NORDESTE"""
"90,""JACUIPE"",""AL"",""NORDESTE"""
"91,""JAPARATINGA"",""AL"",""NORDESTE"""
"92,""JARAMATAIA"",""AL"",""NORDESTE"""
"93,""JENIPAPO"",""AL"",""NORDESTE"""
"10089,""JEQUIA DA PRAIA"",""AL"",""NORDESTE"""
"94,""JOAQUIM GOMES"",""AL"",""NORDESTE"""
"95,""JUNDIA"",""AL"",""NORDESTE"""
"96,""JUNQUEIRO"",""AL"",""NORDESTE"""
"97,""LAGOA DA AREIA"",""AL"",""NORDESTE"""
"98,""LAGOA DA CANOA"",""AL"",""NORDESTE"""
"99,""LAGOA DA PEDRA"",""AL"",""NORDESTE"""
"100,""LAGOA DANTAS"",""AL"",""NORDESTE"""
"101,""LAGOA DO CALDEIRAO"",""AL"",""NORDESTE"""
"382,""BAIXA GRANDE"",""BA"",""NORDESTE"""
"384,""BAIXINHA"",""BA"",""NORDESTE"""
"385,""BALUARTE"",""BA"",""NORDESTE"""
"386,""BANCO CENTRAL"",""BA"",""NORDESTE"""
"387,""BANCO DA VITORIA"",""BA"",""NORDESTE"""
"388,""BANDEIRA DO ALMADA"",""BA"",""NORDESTE"""
"389,""BANDEIRA DO COLONIA"",""BA"",""NORDESTE"""
"390,""BANDIACU"",""BA"",""NORDESTE"""
"391,""BANZAE"",""BA"",""NORDESTE"""
"392,""BARAUNAS"",""BA"",""NORDESTE"""
"393,""BARCELOS DO SUL"",""BA"",""NORDESTE"""
"11564,""BARRA AVENIDA"",""BA"",""NORDESTE"""
"395,""BARRA DA ESTIVA"",""BA"",""NORDESTE"""
"396,""BARRA DO CHOCA"",""BA"",""NORDESTE"""
"397,""BARRA DO JACUIPE"",""BA"",""NORDESTE"""
"398,""BARRA DO MENDES"",""BA"",""NORDESTE"""
"399,""BARRA DO POJUCA"",""BA"",""NORDESTE"""
"400,""BARRA DO ROCHA"",""BA"",""NORDESTE"""
"402,""BARRACAS"",""BA"",""NORDESTE"""
"403,""BARREIRAS"",""BA"",""NORDESTE"""
"11386,""BARREIROS"",""BA"",""NORDESTE"""
"404,""BARRO ALTO"",""BA"",""NORDESTE"""
"406,""BARRO VERMELHO"",""BA"",""NORDESTE"""
"407,""BARROCAS"",""BA"",""NORDESTE"""
"408,""BASTIAO"",""BA"",""NORDESTE"""
"410,""BATINGA"",""BA"",""NORDESTE"""
"411,""BELA FLOR"",""BA"",""NORDESTE"""
"412,""BELEM DA CACHOEIRA"",""BA"",""NORDESTE"""
"413,""BELMONTE"",""BA"",""NORDESTE"""
"414,""BELO CAMPO"",""BA"",""NORDESTE"""
"416,""BEM-BOM"",""BA"",""NORDESTE"""
"417,""BENDEGO"",""BA"",""NORDESTE"""
"418,""BENTO SIMOES"",""BA"",""NORDESTE"""
"419,""BIRITINGA"",""BA"",""NORDESTE"""
"420,""BOA ESPERA"",""BA"",""NORDESTE"""
"422,""BOA UNIAO"",""BA"",""NORDESTE"""
"423,""BOA VISTA DO LAGAMAR"",""BA"",""NORDESTE"""
"424,""BOA VISTA DO TUPIM"",""BA"",""NORDESTE"""
"425,""BOACU"",""BA"",""NORDESTE"""
"427,""BOM JESUS DA LAPA"",""BA"",""NORDESTE"""
"428,""BOM JESUS DA SERRA"",""BA"",""NORDESTE"""
"429,""BOM SOSSEGO"",""BA"",""NORDESTE"""
"430,""BONFIM DA FEIRA"",""BA"",""NORDESTE"""
"431,""BONINAL"",""BA"",""NORDESTE"""
"432,""BONITO"",""BA"",""NORDESTE"""
"434,""BOTUPORA"",""BA"",""NORDESTE"""
"435,""BOTUQUARA"",""BA"",""NORDESTE"""
"436,""BREJINHO DAS AMETISTAS"",""BA"",""NORDESTE"""
"437,""BREJO DA SERRA"",""BA"",""NORDESTE"""
"438,""BREJO LUIZA DE BRITO"",""BA"",""NORDESTE"""
"440,""BREJOES"",""BA"",""NORDESTE"""
"441,""BREJOLANDIA"",""BA"",""NORDESTE"""
"2996,""CORREGO DO BOM JESUS"",""MG"",""SUDESTE"""
"2997,""CORREGO DO OURO"",""MG"",""SUDESTE"""
"2998,""CORREGO FUNDO"",""MG"",""SUDESTE"""
"2999,""CORREGO NOVO"",""MG"",""SUDESTE"""
"3000,""CORREGOS"",""MG"",""SUDESTE"""
"3001,""CORREIA DE ALMEIDA"",""MG"",""SUDESTE"""
"3002,""CORRENTINHO"",""MG"",""SUDESTE"""
"3003,""COSTA SENA"",""MG"",""SUDESTE"""
"3004,""COSTAS"",""MG"",""SUDESTE"""
"3005,""COSTAS DA MANTIQUEIRA"",""MG"",""SUDESTE"""
"3006,""COUTO DE MAGALHAES DE MINAS"",""MG"",""SUDESTE"""
"3007,""CRISOLIA"",""MG"",""SUDESTE"""
"3008,""CRISOLITA"",""MG"",""SUDESTE"""
"3009,""CRISPIM JAQUES"",""MG"",""SUDESTE"""
"3010,""CRISTAIS"",""MG"",""SUDESTE"""
"3011,""CRISTALIA"",""MG"",""SUDESTE"""
"3012,""CRISTIANO OTONI"",""MG"",""SUDESTE"""
"3013,""CRISTINA"",""MG"",""SUDESTE"""
"3014,""CRUCILANDIA"",""MG"",""SUDESTE"""
"3015,""CRUZEIRO DA FORTALEZA"",""MG"",""SUDESTE"""
"3016,""CRUZEIRO DOS PEIXOTOS"",""MG"",""SUDESTE"""
"3017,""CRUZILIA"",""MG"",""SUDESTE"""
"11609,""CRUZINHA"",""MG"",""SUDESTE"""
"3018,""CUBAS"",""MG"",""SUDESTE"""
"3019,""CUITE VELHO"",""MG"",""SUDESTE"""
"3020,""CUPARAQUE"",""MG"",""SUDESTE"""
"3021,""CURIMATAI"",""MG"",""SUDESTE"""
"3022,""CURRAL DE DENTRO"",""MG"",""SUDESTE"""
"3023,""CURVELO"",""MG"",""SUDESTE"""
"3024,""DATAS"",""MG"",""SUDESTE"""
"3025,""DELFIM MOREIRA"",""MG"",""SUDESTE"""
"3026,""DELFINOPOLIS"",""MG"",""SUDESTE"""
"3027,""DELTA"",""MG"",""SUDESTE"""
"3028,""DEPUTADO AUGUSTO CLEMENTINO"",""MG"",""SUDESTE"""
"3029,""DERRIBADINHA"",""MG"",""SUDESTE"""
"3030,""DESCOBERTO"",""MG"",""SUDESTE"""
"3031,""DESEMBARGADOR OTONI"",""MG"",""SUDESTE"""
"3032,""DESEMBOQUE"",""MG"",""SUDESTE"""
"3033,""DESTERRO DE ENTRE RIOS"",""MG"",""SUDESTE"""
"3034,""DESTERRO DO MELO"",""MG"",""SUDESTE"""
"3035,""DIAMANTE DE UBA"",""MG"",""SUDESTE"""
"3036,""DIAMANTINA"",""MG"",""SUDESTE"""
"3037,""DIAS"",""MG"",""SUDESTE"""
"3038,""DIAS TAVARES"",""MG"",""SUDESTE"""
"3039,""DIOGO DE VASCONCELOS"",""MG"",""SUDESTE"""
"3040,""DIONISIO"",""MG"",""SUDESTE"""
"3041,""DIVINESIA"",""MG"",""SUDESTE"""
"3042,""DIVINO"",""MG"",""SUDESTE"""
"3043,""DIVINO DAS LARANJEIRAS"",""MG"",""SUDESTE"""
"3044,""DIVINO DE VIRGOLANDIA"",""MG"",""SUDESTE"""
"3045,""DIVINO ESPIRITO SANTO"",""MG"",""SUDESTE"""
"3046,""DIVINOLANDIA DE MINAS"",""MG"",""SUDESTE"""
"3047,""DIVINOPOLIS"",""MG"",""SUDESTE"""
"3048,""DIVISA ALEGRE"",""MG"",""SUDESTE"""
"3049,""DIVISA NOVA"",""MG"",""SUDESTE"""
"3050,""DIVISOPOLIS"",""MG"",""SUDESTE"""
"3051,""DOIS DE ABRIL"",""MG"",""SUDESTE"""
"3052,""DOM BOSCO"",""MG"",""SUDESTE"""
"3053,""DOM CAVATI"",""MG"",""SUDESTE"""
"3054,""DOM JOAQUIM"",""MG"",""SUDESTE"""
"3055,""DOM LARA"",""MG"",""SUDESTE"""
"3056,""DOM MODESTO"",""MG"",""SUDESTE"""
"3057,""DOM SILVERIO"",""MG"",""SUDESTE"""
"3059,""DONA EUZEBIA"",""MG"",""SUDESTE"""
"3060,""DORES DA VITORIA"",""MG"",""SUDESTE"""
"3061,""DORES DE CAMPOS"",""MG"",""SUDESTE"""
"3062,""DORES DE GUANHAES"",""MG"",""SUDESTE"""
"3063,""DORES DO INDAIA"",""MG"",""SUDESTE"""
"3064,""DORES DO PARAIBUNA"",""MG"",""SUDESTE"""
"3066,""DORESOPOLIS"",""MG"",""SUDESTE"""
"3067,""DOURADINHO"",""MG"",""SUDESTE"""
"3068,""DOURADOQUARA"",""MG"",""SUDESTE"""
"3069,""DOUTOR CAMPOLINA"",""MG"",""SUDESTE"""
"3071,""DURANDE"",""MG"",""SUDESTE"""
"3072,""EDGARD MELO"",""MG"",""SUDESTE"""
"3073,""ELOI MENDES"",""MG"",""SUDESTE"""
"3074,""EMBOABAS"",""MG"",""SUDESTE"""
"3075,""ENGENHEIRO CALDAS"",""MG"",""SUDESTE"""
"3076,""ENGENHEIRO CORREIA"",""MG"",""SUDESTE"""
"3078,""ENGENHEIRO SCHNOOR"",""MG"",""SUDESTE"""
"3079,""ENGENHO DO RIBEIRO"",""MG"",""SUDESTE"""
"3080,""ENGENHO NOVO"",""MG"",""SUDESTE"""
"3081,""ENTRE FOLHAS"",""MG"",""SUDESTE"""
"3082,""ENTRE RIOS DE MINAS"",""MG"",""SUDESTE"""
"3084,""ERMIDINHA"",""MG"",""SUDESTE"""
"3085,""ERVALIA"",""MG"",""SUDESTE"""
"3086,""ESMERALDAS"",""MG"",""SUDESTE"""
"3087,""ESMERALDAS DE FERROS"",""MG"",""SUDESTE"""
"3088,""ESPERA FELIZ"",""MG"",""SUDESTE"""
"3089,""ESPINOSA"",""MG"",""SUDESTE"""
"3091,""ESTEIOS"",""MG"",""SUDESTE"""
"3092,""ESTEVAO DE ARAUJO"",""MG"",""SUDESTE"""
"3093,""ESTIVA"",""MG"",""SUDESTE"""
"3094,""ESTRELA DA BARRA"",""MG"",""SUDESTE"""
"3095,""ESTRELA DALVA"",""MG"",""SUDESTE"""
"3096,""ESTRELA DE JORDANIA"",""MG"",""SUDESTE"""
"3097,""ESTRELA DO INDAIA"",""MG"",""SUDESTE"""
"3099,""EUGENOPOLIS"",""MG"",""SUDESTE"""
"3100,""EUXENITA"",""MG"",""SUDESTE"""
"3101,""EWBANK DA CAMARA"",""MG"",""SUDESTE"""
"3102,""EXPEDICIONARIO ALICIO"",""MG"",""SUDESTE"""
"3103,""EXTRACAO"",""MG"",""SUDESTE"""
"3104,""EXTREMA"",""MG"",""SUDESTE"""
"3105,""FAMA"",""MG"",""SUDESTE"""
"12061,""FARIA"",""MG"",""SUDESTE"""
"2805,""BRUMADINHO"",""MG"",""SUDESTE"""
"2806,""BRUMAL"",""MG"",""SUDESTE"""
"2807,""BUARQUE DE MACEDO"",""MG"",""SUDESTE"""
"2808,""BUENO"",""MG"",""SUDESTE"""
"2809,""BUENO BRANDAO"",""MG"",""SUDESTE"""
"2810,""BUENOPOLIS"",""MG"",""SUDESTE"""
"2811,""BUGRE"",""MG"",""SUDESTE"""
"2812,""BURITIS"",""MG"",""SUDESTE"""
"2813,""BURITIZEIRO"",""MG"",""SUDESTE"""
"2814,""CAATINGA"",""MG"",""SUDESTE"""
"2815,""CABECEIRA GRANDE"",""MG"",""SUDESTE"""
"2816,""CABO VERDE"",""MG"",""SUDESTE"""
"2817,""CABURU"",""MG"",""SUDESTE"""
"2818,""CACARATIBA"",""MG"",""SUDESTE"""
"2819,""CACAREMA"",""MG"",""SUDESTE"""
"2820,""CACHOEIRA ALEGRE"",""MG"",""SUDESTE"""
"2821,""CACHOEIRA DA PRATA"",""MG"",""SUDESTE"""
"2822,""CACHOEIRA DE MINAS"",""MG"",""SUDESTE"""
"2823,""CACHOEIRA DE PAJEU"",""MG"",""SUDESTE"""
"2824,""CACHOEIRA DE SANTA CRUZ"",""MG"",""SUDESTE"""
"2825,""CACHOEIRA DO BRUMADO"",""MG"",""SUDESTE"""
"2826,""CACHOEIRA DO CAMPO"",""MG"",""SUDESTE"""
"2827,""CACHOEIRA DO MANTEIGA"",""MG"",""SUDESTE"""
"2828,""CACHOEIRA DO VALE"",""MG"",""SUDESTE"""
"2829,""CACHOEIRA DOS ANTUNES"",""MG"",""SUDESTE"""
"2830,""CACHOEIRA DOURADA"",""MG"",""SUDESTE"""
"2831,""CACHOEIRINHA"",""MG"",""SUDESTE"""
"2832,""CAETANO LOPES"",""MG"",""SUDESTE"""
"2833,""CAETANOPOLIS"",""MG"",""SUDESTE"""
"2834,""CAETE"",""MG"",""SUDESTE"""
"2835,""CAETE"",""MG"",""SUDESTE"""
"11900,""CAFEMIRIM"",""MG"",""SUDESTE"""
"2836,""CAIANA"",""MG"",""SUDESTE"""
"2837,""CAIAPO"",""MG"",""SUDESTE"""
"2838,""CAJURI"",""MG"",""SUDESTE"""
"2839,""CALDAS"",""MG"",""SUDESTE"""
"2840,""CALIXTO"",""MG"",""SUDESTE"""
"2841,""CAMACHO"",""MG"",""SUDESTE"""
"2842,""CAMANDUCAIA"",""MG"",""SUDESTE"""
"2843,""CAMARGOS"",""MG"",""SUDESTE"""
"2844,""CAMBUI"",""MG"",""SUDESTE"""
"2845,""CAMBUQUIRA"",""MG"",""SUDESTE"""
"2846,""CAMPANARIO"",""MG"",""SUDESTE"""
"2847,""CAMPANHA"",""MG"",""SUDESTE"""
"2848,""CAMPESTRE"",""MG"",""SUDESTE"""
"2849,""CAMPESTRINHO"",""MG"",""SUDESTE"""
"2850,""CAMPINA VERDE"",""MG"",""SUDESTE"""
"2852,""CAMPO ALEGRE DE MINAS"",""MG"",""SUDESTE"""
"2851,""CAMPO ALEGRE DE MINAS"",""MG"",""SUDESTE"""
"2853,""CAMPO AZUL"",""MG"",""SUDESTE"""
"2854,""CAMPO BELO"",""MG"",""SUDESTE"""
"2855,""CAMPO DO MEIO"",""MG"",""SUDESTE"""
"2856,""CAMPO FLORIDO"",""MG"",""SUDESTE"""
"2857,""CAMPO REDONDO"",""MG"",""SUDESTE"""
"2858,""CAMPOLIDE"",""MG"",""SUDESTE"""
"2859,""CAMPOS ALTOS"",""MG"",""SUDESTE"""
"2860,""CAMPOS GERAIS"",""MG"",""SUDESTE"""
"2861,""CANA VERDE"",""MG"",""SUDESTE"""
"2862,""CANAA"",""MG"",""SUDESTE"""
"2863,""CANABRAVA"",""MG"",""SUDESTE"""
"2864,""CANABRAVA"",""MG"",""SUDESTE"""
"2865,""CANAPOLIS"",""MG"",""SUDESTE"""
"2866,""CANASTRAO"",""MG"",""SUDESTE"""
"2867,""CANDEIAS"",""MG"",""SUDESTE"""
"2868,""CANOEIROS"",""MG"",""SUDESTE"""
"2869,""CANTAGALO"",""MG"",""SUDESTE"""
"2870,""CAPARAO"",""MG"",""SUDESTE"""
"2871,""CAPELA NOVA"",""MG"",""SUDESTE"""
"2872,""CAPELINHA"",""MG"",""SUDESTE"""
"2873,""CAPETINGA"",""MG"",""SUDESTE"""
"2874,""CAPIM BRANCO"",""MG"",""SUDESTE"""
"2875,""CAPINOPOLIS"",""MG"",""SUDESTE"""
"2876,""CAPITANIA"",""MG"",""SUDESTE"""
"10184,""NAVARRO"",""PE"",""NORDESTE"""
"5355,""NAZARE DA MATA"",""PE"",""NORDESTE"""
"5356,""NEGRAS"",""PE"",""NORDESTE"""
"11721,""NEVES"",""PE"",""NORDESTE"""
"11806,""NOSSA SENHORA APARECIDA"",""PE"",""NORDESTE"""
"5357,""NOSSA SENHORA DA LUZ"",""PE"",""NORDESTE"""
"5358,""NOSSA SENHORA DO CARMO"",""PE"",""NORDESTE"""
"5359,""NOSSA SENHORA DO O"",""PE"",""NORDESTE"""
"5360,""NOVA CRUZ"",""PE"",""NORDESTE"""
"11831,""NOVA DESCOBERTA"",""PE"",""NORDESTE"""
"11832,""NS2 NUCLEO DE SERVICOS"",""PE"",""NORDESTE"""
"5361,""OLHO D'AGUA DE DENTRO"",""PE"",""NORDESTE"""
"5362,""OLINDA"",""PE"",""NORDESTE"""
"5363,""ORATORIO"",""PE"",""NORDESTE"""
"5364,""ORI"",""PE"",""NORDESTE"""
"5365,""OROBO"",""PE"",""NORDESTE"""
"5366,""OROCO"",""PE"",""NORDESTE"""
"5367,""OURICURI"",""PE"",""NORDESTE"""
"5368,""PAJEU"",""PE"",""NORDESTE"""
"5369,""PALMARES"",""PE"",""NORDESTE"""
"11820,""PALMATORIA"",""PE"",""NORDESTE"""
"5370,""PALMEIRINA"",""PE"",""NORDESTE"""
"5371,""PANELAS"",""PE"",""NORDESTE"""
"5372,""PAO DE ACUCAR"",""PE"",""NORDESTE"""
"5373,""PAO DE ACUCAR DO POCAO"",""PE"",""NORDESTE"""
"5374,""PAPAGAIO"",""PE"",""NORDESTE"""
"5375,""PAQUEVIRA"",""PE"",""NORDESTE"""
"5376,""PARA"",""PE"",""NORDESTE"""
"5377,""PARANATAMA"",""PE"",""NORDESTE"""
"10187,""PARATIBE"",""PE"",""NORDESTE"""
"5379,""PARNAMIRIM"",""PE"",""NORDESTE"""
"5380,""PASSAGEM DO TO"",""PE"",""NORDESTE"""
"5381,""PASSIRA"",""PE"",""NORDESTE"""
"11819,""PATOS"",""PE"",""NORDESTE"""
"11713,""PAU AMARELO"",""PE"",""NORDESTE"""
"5382,""PAU FERRO"",""PE"",""NORDESTE"""
"11729,""PAU FERRO"",""PE"",""NORDESTE"""
"5383,""PAUDALHO"",""PE"",""NORDESTE"""
"5384,""PAULISTA"",""PE"",""NORDESTE"""
"11823,""PAU-SANTO"",""PE"",""NORDESTE"""
"11699,""PE-DE-SERRA DOS MENDES"",""PE"",""NORDESTE"""
"5385,""PEDRA"",""PE"",""NORDESTE"""
"11833,""PEDRINHAS"",""PE"",""NORDESTE"""
"11825,""PELADA"",""PE"",""NORDESTE"""
"11735,""PERNAMBUQUINHO"",""PE"",""NORDESTE"""
"5386,""PERPETUO SOCORRO"",""PE"",""NORDESTE"""
"5387,""PESQUEIRA"",""PE"",""NORDESTE"""
"5388,""PETROLANDIA"",""PE"",""NORDESTE"""
"5389,""PETROLINA"",""PE"",""NORDESTE"""
